undefined"O 1","ဩ ၁","undefined","",""ဩ" အက္ခရာ၊ "ဩ"သရ။ လေးဆယ့်တစ်လုံး (လေးဆယ့်သုံးလုံး)သော အက္ခရာ, ရှစ်လုံး (ဆယ်လုံး)သော သရတို့တွင် ရှစ်လုံးမြောက်၊ လည်ချောင်း, နှုတ်ခမ်းအရပ်၌ ဖြစ်သော (ကဏ္ဌဩဋ္ဌဇ)၊ ရှည်သောအသံ ဖြင့် ရွက်ဆိုအပ်သော (ဒီဃ)၊ နိဂ္ဂဟိတ်မှတပါးသော ဗျည်းတို့၏ မှီရာဖြစ်သော (နိဿယ)-အက္ခရာ-သရ။ ကစ္စည်း။ ၂၊ ၄၊ ၅။ ရူ။ ၂၊ ၃၊၅။ နီတိ၊ သုတ္တ။ ၂၊ ၃၊ ၅။ မောဂ်။ ၁။ ၅။ (မောဂ်၊ ၁။ ၄-၌ ရဿမည်သော "ဩတ်"သရကို ဆိုထားသည်။)"
"Oramissati (kri)","ဩရမိဿတိ (ကြိ)","[အဝ + ရမု + ဿတိ]","[ava + ramu + ssati]","ရှောင်ကြဉ်လတ္တံ့။ ဩရမတိ (၁) ကြည့်။"
"Oramissanti (kri)","ဩရမိဿန္တိ (ကြိ)","[အဝ + ရမု + ဿန္တိ]","[ava + ramu + ssanti]","ရှောင်ကြဉ်ကုန်လတ္တံ့။ ဩရမတိ (၁) ကြည့်။"
"Oramissāmi (kri)","ဩရမိဿာမိ (ကြိ)","[အဝ + ရမု + ဿာမိ]","[ava + ramu + ssāmi]","ရှောင်ကြဥ်-လတ္တံ့-အံ့။ ဩရမတိ (၁) ကြည့်။"
"Orameyya (kri)","ဩရမေယျ (ကြိ)","[အဝ + ရမု + ဧယျ]","[ava + ramu + eyya]","ရှောင်ကြဉ်ရာ၏။ ဩရမတိ (၁) ကြည့်။"
"Orameyyāma (kri)","ဩရမေယျာမ (ကြိ)","[အဝ + ရမု + ဧယျာမ]","[ava + ramu + eyyāma]","ရှောင်ကြဉ်ကုန်ရာ၏။ ဩရမတိ (၁) ကြည့်။"
"Orambhaujiya (ti)","ဩရမ္ဘဥ္ဇိယ (တိ)","[ဩရ + ဘဇ + ဣက (ဏွု)။","[ora + bhaja + ika (ṇvu).","ဒီ၊ ဋီ၊ ၁။ ၁၄၁။ မ၊ဋီ၊၃။၆၆။] ကာမဘဝ - ကာမဓာတ်-သို့ အကြောင်း၏ အဖြစ်ဖြင့် ကပ်ရောက်တတ်သော။ ဩရမ္ဘာဂိယ - ကြည့်။"
"Orambhāga (pu)","ဩရမ္ဘာဂ (ပု)","[ဩရ(ဩရံ) + ဘာဂ]","[ora(oraṃ) + bhāga]","(၁) ဤမှာ ဘက်ဖြစ်သောအဖို့။ (၂) အောက်၌ ဖြစ်သော-အောက်ဖြစ်သော-အဖို့။ (၃) ယုတ်-နိမ့်-ညံ့-သော အဖို့။"
"Orambhāgajanaka (ti)","ဩရမ္ဘာဂဇနက (တိ)","[ဩရမ္ဘာဂ + ဇနက]","[orambhāga + janaka]","အောက်ဖြစ်သောအဖို့- ယုတ်ညံ့သောအဖို့-ယုတ်နိမ့်သောအဖို့-ကာမဘုံ-၌ ဖြစ်စေတတ်သော။"
"Orambhāgamanīya (ti)","ဩရမ္ဘာဂမနီယ (တိ)","[ဩရမ္ဘာဂ + ဣယ]","[orambhāga + iya]","အောက်အဖို့ဖြစ်သော-ကာမဘုံသို့ လားရောက်ကြောင်းဖြစ်- ကာမဘုံ၌ အစီးအပွားဖြစ်-သော။"
"Orambhāgabhūta (ti)","ဩရမ္ဘာဂဘူတ (တိ)","[ဩရမ္ဘာဂ + ဘူတ]","[orambhāga + bhūta]","(၁) အောက်ဖြစ်သောအဖို့ ဖြစ်၍ဖြစ်သော။ (၂) ယုတ်-နိမ့်-ညံ့-သော အဖို့ဖြစ်၍ ဖြစ်သော။"
"Orambhāgiya (ti)","ဩရမ္ဘာဂိယ (တိ)","[ဩရမ္ဘာဂ + ဣယ (ဣယ)။","[orambhāga + iya (iya).","ဩရ + ဘဇ + ဣက(ဏွု)။ အဝရဘာဂိယ (သံ)] အောက်အဖို့ဖြစ်သော ကာမဘ၀၏ (အကြောင်း၏ အဖြစ်ဖြင့်) အစီးအပွားဖြစ်သော။ (သီ၊ ဋီ၊ သစ်၊ ၂။) အောက်ကာမဘဝဟူသော အဖို့ရှိသော၊ ကာမဘုံ၌ ပဋိသန္ဓေကို ယူစေတတ်သော၊ ဩရမည်သော အောက်မဂ်သုံးပါးသည် ပယ်အပ်သော။ (ဒီ၊ ဋ္ဌ၊ ၂။) (ကာမဓာတ်၏ အကြောင်း၏အဖြစ်ဖြင့်) ကာမဘုံသို့ ကပ်ရောက်တတ်သော၊ ကာမဘုံ၌ ဖြစ်ခြင်း၏ အကြောင်းဖြစ်သော။ (မ၊ ဋ္ဌ၊ ၂။ ဒီ၊ ဋီ၊ ၂။) အောက်ကာမဘုံ၌ အဖို့ရှိသော၊ ကာမဘုံ၌ ဖြစ်ခြင်း၏ အကြောင်းဖြစ်သော။ (မ၊ ဋ္ဌ၊ ၃။) ကာမဓာတ်၌ အကျုံးဝင်သောတရားတို့၏ အစီးအပွားဖြစ်သော။ (ဣတိဝုတ်၊ ဋ္ဌ။) ဩရမ္ဘာဂိယမည်သော။"
"Orambhāgiyasaṃyojana (na)","ဩရမ္ဘာဂိယသံယောဇန (န)","[ဩရမ္ဘာဂိယ + သံယောဇန]","[orambhāgiya + saṃyojana]","ဩရမ္ဘာဂိယ သံယောဇဉ်။"
"Orambhāgiyasaññita (ti)","ဩရမ္ဘာဂိယသညိတ (တိ)","[ဩရမ္ဘာဂိယ + သညိတ]","[orambhāgiya + saññita]","ဩရမ္ဘာဂိယဟု သိအပ်သော။"
"Orava (pu)","ဩရဝ (ပု)","[အဝ + ရဝ + အ]","[ava + rava + a]","မြည်တွန်သံ၊ ကျယ်သောအသံ။ ဩရဝသဒ္ဒ - ကြည့်။"
"Oravayutta (ti)","ဩရဝယုတ္တ (တိ)","[ဩရဝ + ယုတ္တ]","[orava + yutta]","မြည်တွန်သံ-ကျယ်သောအသံ-နှင့်ယှဉ်သော၊ မြည်တွန်သံ-ကျယ်သောအသံ-ကိုပြုသော၊ သူ။ ဩရဝိတု-ကြည့်။"
"Oravanta (ti)","ဩရဝန္တ (တိ)","[အဝ + ရဝ + အ + အန္တ]","[ava + rava + a + anta]","မြည်တွန်သော၊ ကျယ်သောအသံပြုသော၊ သူ။ ဩရဝိတ - ကြည့်။"
"Oravasadda (pu)","ဩရဝသဒ္ဒ (ပု)","[ဩရဝ + သဒ္ဒ]","[orava + sadda]","မြည်တွန်သောအသံ၊ ကျယ်သောအသံ။"
"Oravitu (thī, pu)","ဩရဝိတု (ထီ၊ ပု)","[အဝ + ရဝ + တု]","[ava + rava + tu]","မြည်တွန်သော၊ အသံကျယ်စွာဟစ်အော်ပြောဆိုသော၊ သူ။"
"Orasa (ti)","ဩရသ (တိ)","[ဥရ + သ။","[ura + sa.","ဪရသ(သံ)] (၁) (က) ရင်၌ဖြစ်သော၊ သူ။ (ခ) ရင်၌ကြီးပွားသော၊ သူ။ (ဤအနက်တို့အလို-သား သမီးရင်း-မုချ။ ဘုရားရှင်၏ တပြည့်သာဝက-သဒိသူပစာ။) (ဂ) ရင်၏အစွမ်းဖြင့် ဖြစ်သော၊ သူ။ (သား သမီးရင်း။) (ဃ) (ဘုရားရှင်၏) ရင်၌ ဖြစ်စေအပ်သော-အသံတော်ဖြင့် (တရားဒေသနာဖြင့်) ဖြစ်-မွေးဖွား-သော၊ (ဘုရားရှင်၏) ရင်၌ဖြစ်သော အသံတော်ကို ကြားနာရ၍ ဖြစ်ပေါ်လာသော၊ (ဘုရားရှင်၏) ရှင်တွင်း၌နေ၍ ခံတွင်းတော်မှ ထွက်ပေါ်လာသော ဩဝါဒအစွမ်းဖြင့် ရှင်အဖြစ် ရဟန်းအဖြစ်၌-တည်သော-ဖြစ်သော၊ (ဘုရားရှင်၏) ရင်၌ဖြစ်သော ဩဝါဒကို ကြားနာရ၍ အရဟတ္တဖိုလ်သို့ ရောက်သော၊ သူ။ (ဘုရားရှင်၏ တပြည့်သာဝက။) (၂) (ဗြဟ္မာမင်း၏ ခံတွင်းမှဖြစ်၍) ရင်၌နေသော-ကြီးပြင်းသော၊ သူ။ (ဗြာဟ္မဏ။) (၃) ရင်-၌-မှ-ဖြစ်သော (ဉာဏ်)။"
"Orasaka (ti)","ဩရသက (တိ)","[ဩရသ + က]","[orasa + ka]","ရင်၌ဖြစ်သော၊ သူ(သားသမီးရင်း)။"
"Orasañāṇa (na)","ဩရသဉာဏ (န)","[ဩရသ + ဉာဏ]","[orasa + ñāṇa]","ရင်-၌-မှ-ဖြစ်သော ဉာဏ်။"
"Orasadda (pu)","ဩရသဒ္ဒ (ပု)","[ဩရ + သဒ္ဒ]","[ora + sadda]","ဩရသဒ္ဒါ။ ဩရမတ္တက-ကြည့်။"
"Orasadhītu (thī)","ဩရသဓီတု (ထီ)","[ဩရသာ+ဓီတု]","[orasā+dhītu]","ရင်၌ဖြစ်သော သမီး။"
"Oraaputta (ti)","ဩရအပုတ္တ (တိ)","[ဩရသ + ပုတ္တ]","[orasa + putta]","ရင်၌ဖြစ်သော သား။"
"Orasaputtabhāva (pu)","ဩရသပုတ္တဘာဝ (ပု)","[ဩရသပုတ္တ + ဘာဝ]","[orasaputta + bhāva]","ရင်၌ဖြစ်သောသား၏ အဖြစ်။"
"Orasaputtabhāvakāraṇa (na)","ဩရသပုတ္တဘာဝကာရဏ (န)","[ဩရသပုတ္တဘာဝ + ကာရဏ]","[orasaputtabhāva + kāraṇa]","ရင်၌ဖြစ်သော-သား၏ အဖြစ်၏-သားဖြစ်ခြင်း၏-အကြောင်း။"
"Orasaputtī (thī)","ဩရသပုတ္တီ (ထီ)","[ဩရသာ + ပုတ္တီ]","[orasā + puttī]","ရင်၌ဖြစ်သော သမီး။"
"Orima (ti)","ဩရိမ (တိ)","[ဩရ + ဣမ။","[ora + ima.","မောဂ်၊ ၄။ ၂၄။] (၁) အောက်ပိုင်းဖြစ်သော (ကိုယ်အင်္ဂါ)။ (၂) ဤမှာဘက်၌ဖြစ်သော။ (က) (သံသရာသမုဒ္ဒရာ၏) ဤမှာဘက်ဖြစ်သော (ကမ်း၊ သက္ကာယ၊ လောကီတရား၊ တေဘူမကဝဋ်၊ မိမိ၏အတ္တဘော၊ အဇ္စျတ္တိကာယတန၊ မိစ္ဆာဒိဋ္ဌိ၊ မိစ္ဆာသင်္ကပ္ပ၊ ပါဏာတိပါတ၊ အဒိန္နာဒါန-စသည်)။ (ခ) ဤမှာဘက်-အတွင်းဘက်-၌ ဖြစ်သော။ (ဂ) ဤမှာဘက်-ရှေး(အခြားမဲ့)-၌ ဖြစ်သော (စိတ်)။ (၃) အောက်ဖြစ်သော။ (၄) ယုတ်လျော့သော။"
"Orimakoṭṭhāsa (pu)","ဩရိမကောဋ္ဌာသ (ပု)","[ဩရိမ + ကောဋ္ဌာသ]","[orima + koṭṭhāsa]","ဤဘက်ဖြစ်သောအဖို့အစု (ကမ်း)။"
"Orimakoṭi (thī)","ဩရိမကောဋိ (ထီ)","[ဩရိမ + ကောဋိ]","[orima + koṭi]","ဤမှာ ဘက်၌ဖြစ်သော-ဤဘက်-အစွန်း။"
"Orimakkhi (na)","ဩရိမက္ခိ (န)","[ဩရိမ + အက္ခိ]","[orima + akkhi]","ဤဘက်မျက်စိ။"
"Orimagāma (pu)","ဩရိမဂါမ (ပု)","[ဩရိမ + ဂါမ]","[orima + gāma]","ဤမှာဘက်-အဘို့-ကမ်း-၌ တည်သောရွာ၊ ဤဘက်ကမ်းရွာ။"
"Orimaṅga (na)","ဩရိမင်္ဂ (န)","[ဩရိမ + အင်္ဂ]","[orima + aṅga]","အောက်ပိုင်းဖြစ်သော ကိုယ်အင်္ဂါ။ ဩရိမ (၁) ကြည့်။"
"Orimacitta (na)","ဩရိမစိတ္တ (န)","[ဩရိမ + စိတ္တ]","[orima + citta]","ဤမှာ ဘက်ဖြစ်သောစိတ်၊ ရှေး(အခြားမဲ့)၌ ဖြစ်သောစိတ်။"
"Orimajana (pu)","ဩရိမဇန (ပု)","[ဩရိမ + ဇန]","[orima + jana]","ဤမှာဘက်ကမ်း၌ တည်သောလူ။"
"Orimatiratarubaddha (ti)","ဩရိမတိရတရုဗဒ္ဓ (တိ)","[ဩရိမတိရတရု + ဗဒ္ဓ]","[orimatirataru + baddha]","ဤမှာဘက်ကမ်း သစ်ပင်၌ ဖွဲ့ချည်အပ်သော။"
"Orimatīra (na)","ဩရိမတီရ (န)","[ဩရိမ + တီရ]","[orima + tīra]","(၁) ဤမှာ ဘက်ဖြစ်သောကမ်း၊ ဤဘက်ကမ်း။ (၂) ဤဘက်ကမ်းနှင့်တူသောတရား (ဩရမ္ဘာ-ဂိယ သံယောဇဉ်)။"
"Orimatīragocara (ti)","ဩရိမတီရဂေါစရ (တိ)","[ဩရိမတီရ + ဂေါစရ]","[orimatīra + gocara]","(သူတော်ကောင်းတရား၏) ဤမှာဘက်ကမ်းလျှင် ကျက်စားရာရှိသော၊ သူ။"
"Orimatīrapariccāga (pu)","ဩရိမတီရပရိစ္စာဂ (ပု)","[ဩရိမတီရ + ပရိစ္စာဂ]","[orimatīra + pariccāga]","ဤမှာဘက်ကမ်းကို စွန့်ခြင်း။"
"Orimatīrappahāra (na)","ဩရိမတီရပ္ပဟာရ (န)","[ဩရိမတီရ + ပဟာန]","[orimatīra + pahāna]","ဤမှာဘက်ကမ်းကိုပယ်စွန့်ခြင်း။"
"Orimatīrarukkhavinibaddharajju (thī)","ဩရိမတီရရုက္ခဝိနိဗဒ္ဓရဇ္ဇု (ထီ)","[ဩရိမတီရရုက္ခဝိနိဗဒ္ဓါ + ရဇ္ဇု]","[orimatīrarukkhavinibaddhā + rajju]","ဤမှာဘက်ကမ်းသစ်ပင်၌ ဖွဲ့ချည်အပ်သော ကြိုး။"
"Orimatīravāsika (ti)","ဩရိမတီရဝါသိက (တိ)","[ဩရိမတီရဝါသ + ဣတ]","[orimatīravāsa + ita]","ဤမှာဘက်ကမ်း၌ နေသော၊ သူ။"
"Orimanta (pu, na)","ဩရိမန္တ (ပု၊ န)","[ဩရိမ + အန္တ]","[orima + anta]","(၁) ဤမှာဘက်အစွန်း။ (၂) အောက်ဖြစ်သော အစွန်း၊ အောက်အစွန်း။"
"Orimantabhūta (ti)","ဩရိမန္တဘူတ (တိ)","[ဩရိမန္တ + ဘူတ]","[orimanta + bhūta]","အောက်အစွန်းဖြစ်၍ ဖြစ်သော။"
"Orimapāra (na)","ဩရိမပါရ (န)","[ဩရိမ + ပါရ]","[orima + pāra]","(၁) (သံသရာသမုဒ္ဒရာ၏) ဤမှာဘက်ဖြစ်သောကမ်း။ (ဩရမ္ဘာဂိယသံယောဇဉ်ငါးပါး။) (၂) ဤမှာဘက်ဖြစ်သော တရား, ထိုမှာဘက်ဖြစ်သောတရား။ (မိမိအတ္တဘော, သူတပါး အတ္တဘော။ အဇ္စျတ္တိကာယတန, ဗာဟိရာယတန။)"
"Orimapārimatīra (na)","ဩရိမပါရိမတီရ (န)","[ဩရိမပါရိမ + တီရ]","[orimapārima + tīra]","ဤမှာဘက်ကမ်း, ထိုမှာဘက်ကမ်း။"
"Orimappamāṇa (ti)","ဩရိမပ္ပမာဏ (တိ)","[ဩရိမ + ပမာဏ]","[orima + pamāṇa]","ယုတ်လျော့သောပမာဏရှိသော။"
"Orimabhāga(pu)","ဩရိမဘာဂ(ပု)","[ဩရိမ + ဘာဂ]","[orima + bhāga]","ဤမှာဘက်-အတွင်းဘက်-ဖြစ်သောအဘို့၊ အတွင်း။"
"Orimavāragāma (pu)","ဩရိမဝါရဂါမ (ပု)","[ဩရိမ + ဝါရဂါမ]","[orima + vāragāma]","ဤမှာဘက်ဖြစ်သော-အတွင်းဘက် ဖြစ်သော-အလှည့်ရောက်ရာရွာ။"
"Oruddha (ti)","ဩရုဒ္ဓ (တိ)","[အဝ + ရုဓ(ရုဓိ) + တ]","[ava + rudha(rudhi) + ta]","ဝန်းရံပိတ်ဆို့အပ်-ပိတ်ဆို့တားဆီးအပ်-သော။"
"Oruddhapaṭiviruddha (ti)","ဩရုဒ္ဓပဋိဝိရုဒ္ဓ (တိ)","[ဩရုဒ္ဓ + ပဋိဝိရုဒ္ဓ]","[oruddha + paṭiviruddha]","အတွင်းပြ၍ထက်ဝန်းကျင်မှ (တံတိုင်းဖြင့်ကာရံ)ပိတ်ဆို့အပ်သော။"
"Oruddhamānasa (ti)","ဩရုဒ္ဓမာနသ (တိ)","[ဩရုဒ္ဓ + မာနသ]","[oruddha + mānasa]","ပိတ်ဆို့တားဆီး-ကပ်၍နှိပ်စက်-အပ်သောစိတ်ရှိသော၊ သူ။"
"Oruddhiya (kri, vi)","ဩရုဒ္ဓိယ (ကြိ၊ ဝိ)","[အဝ + ရုဓ(ရုဓိ) + တွာ]","[ava + rudha(rudhi) + tvā]","ပိတ်ဆို့တားဆီး၍။"
"Orundhati (kri)","ဩရုန္ဓတိ (ကြိ)","[အဝ + ရုဓ(ရုဓိ)+အ+တိ]","[ava + rudha(rudhi)+a+ti]","ပိတ်ပင်တားဆီး၏။ (သဒ္ဒတ္ထ။) (မယားအဖြစ်ဖြင့်) သိမ်းပိုက်၏။ (အဓိပ္ပါယတ္ထ။)"
"Orundhitvā (kri, vi)","ဩရုန္ဓိတွာ (ကြိ၊ ဝိ)","[အဝ + ရုဓ(ရုဓိ) + တွာ]","[ava + rudha(rudhi) + tvā]","ပိတ်ဆို့တားဆီး၍။ ဩရုဒ္ဓိယ - ကြည့်။"
"Oru(rū)yha (kri, vi)","ဩရု(ရူ)ယှ (ကြိ၊ ဝိ)","[အဝ + ရုဟ + တွာ။","[ava + ruha + tvā.","အဝရုဟျ(သံ)] ဆင်းသက်-သက်ဆင်း-၍။"
"Oru(rū)hati (kri)","ဩရု(ရူ)ဟတိ (ကြိ)","[အဝ + ရုဟ + အ + တိ]","[ava + ruha + a + ti]","ဆင်းသက်-သက်ဆင်း-၏။"
"Oruhāmi (kri)","ဩရုဟာမိ (ကြိ)","[အဝ + ရုဟ + အ + မိ]","[ava + ruha + a + mi]","ဆင်းသက်-သက်ဆင်း-၏။ အထက်ပုဒ်ကြည့်။"
"Oru(rū)hi (kri)","ဩရု(ရူ)ဟိ (ကြိ)","[အဝ + ရုဟ + ဤ]","[ava + ruha + ī]","ဆင်းသက်-သက်ဆင်း-ပြီ။ ဩရုဟတိ - ကြည့်။"
"Oruhitvā (kri, vi)","ဩရုဟိတွာ (ကြိ၊ ဝိ)","[အဝ + ရုဟ + တွာ]","[ava + ruha + tvā]","ဆင်းသက်-သက်ဆင်း-၍။"
"Oru(ru)hitvāna (kri, vi)","ဩရု(ရု)ဟိတွာန (ကြိ၊ ဝိ)","[အဝ + ရုဟ + တွာန]","[ava + ruha + tvāna]","(က) ဆင်းသက်-သက်ဆင်း-၍။ (ခ) ဆင်းသက်၍။ (သဒ္ဒတ္ထ။) ချွတ်၍။ (အဓိပ္ပါယတ္ထ။)"
"Oru(ru)ḷa (ti)","ဩရု(ရု)ဠ (တိ)","[အဝ + ရုဟ + တ။","[ava + ruha + ta.","အဝရူပ(သံ)] (၁) (က) ဆင်းသက်-သက်ဆင်း-သော၊သူ။ (ခ) လျောကျသော။ (၂) ဆင်းသက်-သက်ဆင်း-ရာ။"
"Oruḷhaṭṭhāna (na)","ဩရုဠှဋ္ဌာန (န)","[ဩရုဠှ + ဌာန]","[oruḷha + ṭhāna]","ဆင်းသက်-သက်ဆင်း-ရာ အရပ်ဌာန။"
"Oruḷhabhāva (pu)","ဩရုဠှဘာဝ (ပု)","[ဩရုဠှ + ဘာဝ]","[oruḷha + bhāva]","လျောကျသည်၏ အဖြစ်။"
"Oregaṅga (na)","ဩရေဂင်္ဂ (န)","[ဩရံ + ဂင်္ဂါ]","[oraṃ + gaṅgā]","ဂင်္ဂါမြစ်၏ ဤမှာဘက်ကမ်း။"
"Orodha (thī, pu)","ဩရောဓ (ထီ၊ ပု)","[အဝ + ရုဓ(ရုဓိ) + ဏ။","[ava + rudha(rudhi) + ṇa.","အဝ-ရုနွီယန္တေ ရာဇိတ္ထိယော အနေနာတိ ဩရောဓော၊ ရုဓ အာဝရဏေ။ ဓာန်၊ ဋီ။ ၂၁၅။ ဩရောဓောတိ ရာဇုဗ္ဗရီ၊ သာ ပန ယထာ-ကာမစာရံ စရိတုံ အပ္ပဒါနေန ဩရုန္ဓိယတိ အဝရုန္ဓိယတီတိ ဩရောဓော။ နီတိ၊ ဓာတု။ ၂၁၂။ ဩ+ရုဓ+ဏ။ နိရုတ္တ၊ နှာ။ ၁၅၈။ အဝရောဓ (သံ)] (၁) မိဖုရားဆောင်၊ မောင်းမဆောင်။ (၂) (အတွင်း၌ပိတ်လှောင် ထားအပ်သော) မောင်းမ၊ မိဖုရားငယ်၊ ကိုယ်လုပ်တော်။ (နဂါး, နတ် ဘီလူး, သူဌေး တို့၏ မယားတို့သည်လည်း "ဩရောဓ" မည်ကုန်၏။)"
"Orodhagaṇa (pu)","ဩရောဓဂဏ (ပု)","[ဩရောဓ + ဂဏ]","[orodha + gaṇa]","မောင်းမအပေါင်း။"
"Orodhagaṇaparivuta (ti)","ဩရောဓဂဏပရိဝုတ (တိ)","[ဩရောဓဂဏ + ပရိဝုတ]","[orodhagaṇa + parivuta]","မောင်းမအပေါင်းခြံရံအပ်သော၊ သူ။"
"Orodhajana (pu)","ဩရောဓဇန (ပု)","[ဩရောဓ + ဇန]","[orodha + jana]","မောင်းမဖြစ်သူလူ။"
"Orodhati (kri)","ဩရောဓတိ (ကြိ)","[အဝ + ရုဓ(ရုဓိ) + အ + တိ]","[ava + rudha(rudhi) + a + ti]","ရစ်ပတ်-ချည်နှောင်-ချုပ်နှောင်-ချုပ်ကိုင်-မြှေးယှက်-မြှေးရစ်-၏။"
"Orodhana (na)","ဩရောဓန (န)","[အဝ + ရုဓ(ရုဓိ) + ယု]","[ava + rudha(rudhi) + yu]","ရစ်ပတ်-ချည်နှောင်-ချုပ်နှောင်-ချုပ်ကိုင်-မြှေးယှက်-မြှေးရစ်-ခြင်း။"
"Orodhaparivuta (ti)","ဩရောဓပရိဝုတ (တိ)","[ဩရောဓ + ပရိဝုတ]","[orodha + parivuta]","မောင်းမ ခြံရံအပ်သော၊ သူ။"
"Orodhapālaka (ti)","ဩရောဓပါလက (တိ)","[ဩရောဓ + ပါလက]","[orodha + pālaka]","မောင်းမတို့ကို စောင့်ရှောက်သော၊ သူ။ (မိန်းမစိုး။)"
"Orodhabhāvajānanu (thī, na)","ဩရောဓဘာဝဇာနနု (ထီ၊ န)","[ဩရောဓဘာဝ + ဇာနန]","[orodhabhāva + jānana]","မောင်းမအဖြစ်ကို သိစေခြင်း။"
"Orodhamajcya (na)","ဩရောဓမဇ္စျ (န)","[ဩရောဓ + မဇ္စျ]","[orodha + majcya]","မောင်းမတို့၏အလယ်။"
"Orodhetha (kri)","ဩရောဓေထ (ကြိ)","[အဝ + ရုဓ(ရုဓိ) + ဧထ]","[ava + rudha(rudhi) + etha]","ရစ်ပတ်-ချည်နှောင်-ချုပ်နှောင်-ချုပ်ကိုင်-မြှေးယှက်-မြှေးရစ်-ကုန်လော။ဩရောဓတိ-ကြည့်။"
"Orodheyyāma (kri)","ဩရောဓေယျာမ (ကြိ)","[အတ + ရုဓ(ရုဓိ) + ဧယျာမ]","[ata + rudha(rudhi) + eyyāma]","ရစ်ပတ်-ချည်နှောင်-ချုပ်နှောင်-ချုပ်ကိုင်-မြှေးယှက်-မြှေးရစ်-ကုန်အံ့။ဩရောဓတိ-ကြည့်။"
"Oropana (na)","ဩရောပန (န)","[အဝ + ရုဟ + ဏာပေ + ယု]","[ava + ruha + ṇāpe + yu]","အောက်၌ဖြစ်စေ - ပယ်ရှား-ချ-အောက်သို့ချ-ခြင်း။"
"Oropanattha (pu)","ဩရောပနတ္ထ (ပု)","[ဩရောပန + အတ္ထ]","[oropana + attha]","အောက်သို့ချခြင်းအကျိုး။"
"Oropayati (kā, kri)","ဩရောပယတိ (ကာ၊ ကြိ)","[အတ + ရုဟ + ဏာပယ + တိ]","[ata + ruha + ṇāpaya + ti]","အောက်၌ဖြစ်စေ၏။ ပယ်ရှား-ချ-အောက်သို့ချ-၏။"
"Oropayanta (ti)","ဩရောပယန္တ (တိ)","[အဝ + ရုဟ + ဏာပယ + အန္တ]","[ava + ruha + ṇāpaya + anta]","ပယ်ရှား-အောက်သို့ချ-သော၊ သူ။"
"Oropayamāna(ti)","ဩရောပယမာန(တိ)","[အဝ + ရုဟ + ဏာပယ + မာန]","[ava + ruha + ṇāpaya + māna]","အောက်၌ဖြစ်စေသော၊ ချ-အောက်သို့ချ-သော၊ သူ။"
"Oropayassu (kā, kri)","ဩရောပယဿု (ကာ၊ ကြိ)","[အဝ + ရုဟ + ဏာပယ + ဿု]","[ava + ruha + ṇāpaya + ssu]","အောက်၌ဖြစ်စေလော့၊ ပယ်ရှား-ချ-အောက်သို့ချ-လော့။ ဩရောပယတိ - ကြည့်။"
"Oropayiṃsu (kā, kri)","ဩရောပယိံသု (ကာ၊ ကြိ)","[အဝ + ရုဟ + ဏာပယ + ဥုံ]","[ava + ruha + ṇāpaya + uuṃ]","အောက်၌ဖြစ်စေကုန်ပြီ၊ ပယ်ရှားချ-အောက်သို့ချ-ကုန်ပြီ။ ဩရောပယတိ-ကြည့်။"
"Oropayitvā (kri, vi)","ဩရောပယိတွာ (ကြိ၊ ဝိ)","[အဝ + ရုဟ + ဏာပယ + တွာ]","[ava + ruha + ṇāpaya + tvā]","‌အောက်၌ဖြစ်စေ၍၊ ပယ်ရှား-ချ-အောက်၌ပြု-၍။"
"Oropita (ti)","ဩရောပိတ (တိ)","[အဝ + ရုဟ + ဏာပေ + တ]","[ava + ruha + ṇāpe + ta]","(၁)ချ-ချထား-ပယ်ရှား-အပ်သော။ (၂) ချရာ။"
"Oropitakesa (ti)","ဩရောပိတကေသ (တိ)","[ဩရောပိတ + ကေသ]","[oropita + kesa]","ပယ်ရှား-ချ-အပ်သော ဆံပင်ရှိသော၊ သူ။"
"Oropitakkhaṇa (pu)","ဩရောပိတက္ခဏ (ပု)","[ဩရောပိတ + ခဏ]","[oropita + khaṇa]","ပယ်ရာ-ချရာ-ခဏ။"
"Oropitakhandha (ti)","ဩရောပိတခန္ဓ (တိ)","[ဩရောပိတ + ခန္ဓ]","[oropita + khandha]","ပယ်ရှား-ချ-အပ်သောခန္ဓာ(ဝန်)ရှိသော၊ သူ။"
"Oropitadhura (ti)","ဩရောပိတဓုရ (တိ)","[ဩရောပိတ + ဓုရ]","[oropita + dhura]","ချအပ်သော-စွန့်အပ်သော-ဝန်-လုံ့လ-ရှိသော၊ သူ။"
"Oropitabhāra (ti)","ဩရောပိတဘာရ (တိ)","[ဩရောပိတ + ဘာရ]","[oropita + bhāra]","ပယ်ရှား-ချ-အပ်သောဝန်ရှိသော၊ သူ။"
"Oropituṃ (bya)","ဩရောပိတုံ (ဗျ)","[အဝ + ရုဟ + ဏာပေ + တုံ]","[ava + ruha + ṇāpe + tuṃ]","ကျစေ-ချ-ခြင်းငှါ၊ တဖန်ရုပ်သိမ်းခြင်းငှါ။"
"Oropiya (kri, vi)","ဩရောပိယ (ကြိ၊ ဝိ)","[အဝ + ရုဟ + ဏာပေ + တွာ]","[ava + ruha + ṇāpe + tvā]","ကျစေ၍-ချထား၍။"
"Oropiyamāna (ti)","ဩရောပိယမာန (တိ)","[အဝ + ရုဟ + ဏာပေ + ယ + မာန]","[ava + ruha + ṇāpe + ya + māna]","ကျစေအပ်-ချအပ်-သော။"
