undefined"E 1 ","ဧ ၁ ","undefined","",""ဧ" အက္ခရာ ၊ "ဧ" သရ ။ လေးဆယ့် တစ်လုံး ( လေးဆယ်သုံးလုံး ) သော အက္ခရာ , ရှစ်လုံး ( ဆယ်လုံး ) သော သရတို့တွင် ခုနစ်လုံးမြောက် ၊ လည်ချောင်း , အာစောက် အရပ်၌ ဖြစ်သော ( ကဏ္ဌတာလုဇ ) ၊ ရှည်သော အသံဖြင့် ရွတ်ဆိုအပ်သော ( ဒီဃ ) ၊ နိဂ္ဂဟိတ် မှ တစ်ပါးသောဗျည်းတို့၏ မှီရာဖြစ်သော ( နိဿယ ) - အက္ခရာ - သရ ။ ကစ္စည်း။"
"Ekavidha (thī,pu)","ဧကဝိဓ (ထီ၊ပု)","[ ဧက + ဝိဓ ]","[ eka + vidha ]","(၁) တခုသော အဘို့ အစု။ (တိ)(၂) တစ်ခုသောအပြားရှိသော။"
"Ekavidhasamussaya (pu)","ဧကဝိဓသမုဿယ (ပု)","[ ဧကဝိဓ + သမုဿယ ]","[ ekavidha + samussaya ]","တစ်ခုသောအပြားရှိသောအပေါင်း။"
"Ekavipanna (ti)","ဧကဝိပန္န (တိ)","[ ဧက + ဝိပန္န ]","[ eka + vipanna ]","တစ်ခုသော (ပမာဏိက, ဒေသိတာပတ္တိက) အင်္ဂါ ချို့ယွင်းသော။"
"Ekavipphāra (ti)","ဧကဝိပ္ဖါရ (တိ)","[ ဧက + ဝိပ္ဖါရ ]","[ eka + vipphāra ]","တခဲနက် (အရောင်ဖြင့်) ပြန့်ပြော-ရောပြွမ်း-သော၊ တူသောအဆင်းအစရှိသည်ဖြင့် ရောပြွမ်းသော။"
"Ekavibhatthiyutta (ti)","ဧကဝိဘတ္ထိယုတ္တ (တိ)","[ ဧကဝိဘတ္တိ + ယုတ္ထ ]","[ ekavibhatti + yuttha ]","တူသောဝိဘတ်နှင့်ယှဥ်သော။"
"Ekavimānabbhantharagata (ti)","ဧကဝိမာနဗ္ဘန္ထရဂတ (တိ)","[ ဧကဝိမာနဗ္ဘန္တရ + ဂတ ]","[ ekavimānabbhantara + gata ]","တစ်ခုသော ဗိမာန်အတွင်း-သို့ရောက်-၌တည်နေ-သော၊သူ။"
"Ekavisaya (ti)","ဧကဝိသယ (တိ)","[ ဧက + ဝိသယ ]","[ eka + visaya ]","တူသောအာရုံရှိသော။ ဧကဇာတိ (၁) ကြည့်။"
"Ekavihāra (pu)","ဧကဝိဟာရ (ပု)","[ ဧက + ဝိဟာရ ]","[ eka + vihāra ]","(၁) တစ်ခုတည်းသော ကျောင်း။ (၂) တစ်ခုသော-တိုက်ခန်း-အခန်း။ (၃) တစ်ယောက်တည်းနေခြင်း။"
"Ekavihāraka (ti)","ဧကဝိဟာရက (တိ)","[ ဧကဝိဟာရ + က ]","[ ekavihāra + ka ]","တစ်ခုသော ကျောင်းငယ်။"
"Ekavihārasukha (na)","ဧကဝိဟာရသုခ (န)","[ ဧကဝိဟာရ + သုခ ]","[ ekavihāra + sukha ]","တစ်ယောက်တည်းနေခြင်းကြောင့် ရအပ်သောချမ်းသာ၊ စျာန်ချမ်းသာ။"
"Ekavihārika (ti)","ဧကဝိဟာရိက (တိ)","[ ဧကဝိဟာရ + ဣက ]","[ ekavihāra + ika ]","(က) တစ်ယောက်တည်းနေခြင်းရှိသော၊သူ။ (ခ) ဧကဝိဟာရိက မည်သော၊သူ (ထေရ်)။"
"Ekavihāritthera (pu)","ဧကဝိဟာရိတ္ထေရ (ပု)","[ ဧကဝိဟာရီ + ထေရ ]","[ ekavihārī + thera ]","တစ်ယောက်တည်း နေလေ့ရှိသောထေရ်၊ ဧကဝိဟာရီ ထေရ်။"
"Ekavihāriyatthera (pu)","ဧကဝိဟာရိယတ္ထေရ (ပု)","[ ဧကဝိဟာရိယ + ထေရ ]","[ ekavihāriya + thera ]","တစ်ယောက်တည်းနေလေ့ရှိသော ထေရ်၊ ဧကဝိဟာရိယ ထေရ်။"
"Ekavihārī (ti)","ဧကဝိဟာရီ (တိ)","[ ဧက + ဝိဟာရီ ]","[ eka + vihārī ]","တစ်ယောက်တည်း နေလေ့ရှိသော၊သူ (ထေရ်)။"
"Ekavīthi (thī)","ဧကဝီထိ (ထီ)","[ ဧကာ + ဝီထိ ]","[ ekā + vīthi ]","(၁) တစ်ခုသောလမ်း။ (၂) တစ်ခုသောလမ်းနှင့်တူသော ဝီထိ၊ တစ်ဝီထိ။ (အာရုံတစ်ခုတည်း၌ အာဝဇ္ဇာန်းစိတ်တစ်ခုပါဝင်သော စိတ်အစဥ်။)"
"Ekavīthivāsī (ti)","ဧကဝီထိဝါသီ (တိ)","[ ဧကဝီထိ + ဝသ + ဏီ ]","[ ekavīthi + vasa + ṇī ]","တစ်ခုသောလမ်း-တစ်လမ်းတည်း-၌ နေသာ၊ သူ။"
"Ekavīra (ti)","ဧကဝီရ (တိ)","[ ဧက + ဝီရ ]","[ eka + vīra ]","အတုမရှိသော လုံ့လရှိသော၊သူ (မြတ်စွာဘုရား)။"
"Ekavīsaṃ (thī)","ဧကဝီသံ (ထီ)","[ ဧက + ဝီသံ ]","[ eka + vīsaṃ ]","နှစ်ဆယ့်တစ်ခု။"
"Ekavīsa (ti)","ဧကဝီသ (တိ)","[ (ဧက+ဝီသတိ=) ဧကဝီသတိ + အ(ဍ)။ ","[ (eka+vīsati=) ekavīsati + a(ḍa). ","တိ-ချေ။ မောဂ်၊၄။၅၁။ ဧကဝီသ + ဋ။ ကင်္ခါ၊မဟာဋီ။ ] (၁) နှစ်ဆယ့်တစ်ခုမြောက်သော။ (၂) နှစ်ဆယ့်တစ်ခုအပိုအလွန်ရှိသ‌သော။"
"Ekavīsa (ti)","ဧကဝီသ (တိ)","[ ဧကဝီသ + အဟ ]","[ ekavīsa + aha ]","နှစ်ဆယ့်တစ်ခုမြောက်ဖြစ်သောနေ့၊ နှစ်ဆယ့်တစ်ရက်နေ့။ ဧကာဒသ ၃ ကြည့်။"
"Ekavīsati (thī)","ဧကဝီသတိ (ထီ)","[ ဧက + ဝီသတိ ]","[ eka + vīsati ]","နှစ်ဆယ့်တစ်-ခု-ပါး။"
"Ekavīsatikkhattuṃ (bya)","ဧကဝီသတိက္ခတ္တုံ (ဗျ)","[ ဧကဝီသတိ + က္ခတ္တုံ ]","[ ekavīsati + kkhattuṃ ]","နှစ်ဆယ့်တစ်ကြိမ်။"
"Ekavīsatindriya (na)","ဧကဝီသတိန္ဒြိယ (န)","[ ဧကဝီသတိ + ဣန္ဒြိယ ]","[ ekavīsati + indriya ]","နှစ်ဆယ့်တစ်ပါးသော ဣန္ဒြေ။"
"Ekavīsatiyūpa (pu)","ဧကဝီသတိယူပ (ပု)","[ ဧကဝီသတိ + ယူပ ]","[ ekavīsati + yūpa ]","နှစ်ဆယ့်တစ်ခုသော ယဇ်။"
"Ekavīsativassa (ti)","ဧကဝီသတိဝဿ (တိ)","[ ဧကဝီသတိ + ဝဿ ]","[ ekavīsati + vassa ]","နှစ်ဆယ့်တစ်နှစ်ရှိသော၊သူ။"
"Ekavīsatividha (ti)","ဧကဝီသတိဝိဓ (တိ)","[ ဧကဝီသတိ + ဝိဓ ]","[ ekavīsati + vidha ]","နှစ်ဆယ့်တစ်ပါး အပြားရှိသော။"
"Ekavīsasata (na)","ဧကဝီသသတ (န)","[ ဧကဝီသ + သတ ]","[ ekavīsa + sata ]","တစ်ရာနှစ်ဆယ့်တစ်။"
"Ekavīsuttarasatappabheda (ti)","ဧကဝီသုတ္တရသတပ္ပဘေဒ (တိ)","[ ဧကဝီသုတ္တရသတ + ပဘေဒ ]","[ ekavīsuttarasata + pabheda ]","နှစ်ဆယ့်တစ်ပါးအလွန်ရှိသောတစ်ရာ-တစ်ရာနှစ်ဆယ့်တစ်ပါး-အပြားရှိသော။ ဧကနဝုတိပ္ပဘေဒ-ကြည့်။"
"Ekavega (pu)","ဧကဝေဂ (ပု)","[ ဧက + ဝေဂ ]","[ eka + vega ]","တစ်ခုသော အဟုန်၊ တစ်ဟုန်တည်း။"
"Ekavelā (thī)","ဧကဝေလာ (ထီ)","[ ဧကာ + ဝေလာ ]","[ ekā + velā ]","(က) တစ်ခုသောအချိန်အခါ၊ တစ်ချိန်တည်း။ (ခ) တစ်ခုသောအချိန်၊ တစ်ချိန်တစ်ခါ။"
"Ekavokārabhava (pu)","ဧကဝေါကာရဘဝ (ပု)","[ ဧကဝေါကာရ + ဘဝ ]","[ ekavokāra + bhava ]","တစ်ခုသောခန္ဓာဖြင့်-ရောပြွမ်းသော-ရောပြွမ်းခြင်းရှိသော-ဘဝ၊ တစ်ခုသော ခန္ဓာရှိသော ဘဝ၊ အသညသတ်-ဘုံ-ဘဝ။"
"Ekasaṅgha (pu)","ဧကသံဃ (ပု)","[ ဧက + သံဃ ]","[ eka + saṅgha ]","တစ်ခုသော အပေါင်း။"
"Ekasaṅghāta (pu)","ဧကသံဃာတ (ပု)","[ ဧက + သံဃာတ ]","[ eka + saṅghāta ]","တစ်ခုသော စစ်ထိုးခြင်း၊ စစ်ပွဲတစ်ခု။"
"Ekasaṃvacchara (pu,na)","ဧကသံဝစ္ဆရ (ပု၊န)","[ ဧက + သံဝစ္ဆရ ]","[ eka + saṃvacchara ]","တစ်နှစ်။"
"Ekasaṃvaccharikasūkaramaṃsa (na)","ဧကသံဝစ္ဆရိကသူကရမံသ (န)","[ ဧကသံဝစ္ဆရိကသူကရ + မံသ ]","[ ekasaṃvaccharikasūkara + maṃsa ]","တစ်နှစ်ရှိသော-တစ်နှစ်သား-ဝက်၏ အသား။"
"Ekasaṃvara (pu)","ဧကသံဝရ (ပု)","[ ဧက + သံဝရ ]","[ eka + saṃvara ]","တစ်ခုသော စောင့်စည်းခြင်း။"
"Ekasaṃsaṭṭha (ti)","ဧကသံသဋ္ဌ (တိ)","[ ဧက + သံသဋ္ဌ ]","[ eka + saṃsaṭṭha ]","တစ်ခုတည်း၌ ရောနှောအပ်သော။"
"Ekasakaṭa (pu,na)","ဧကသကဋ (ပု၊န)","[ ဧက + သကဋ ]","[ eka + sakaṭa ]","လှည်းတစ်စီး။"
"Ekasaṅkhāta (ti)","ဧကသင်္ခါတ (တိ)","[ ဧက + သင်္ခါတ ]","[ eka + saṅkhāta ]","တူသော သဘောရှိသော။ (တစ်ခုတည်း၏ အဖြစ်ဖြင့် ရေတွက်အပ် ပေါင်းအပ်သော။ ဘာ၊ဋီ။ )"
"Ekasaṅkhāra (pu)","ဧကသင်္ခါရ (ပု)","[ ဧက + သင်္ခါရ ] ","[ eka + saṅkhāra ] ","တစ်ခုသော သင်္ခါရတရား။"
"Ekasaṅkhiya (ti)","ဧကသင်္ခိယ (တိ)","[ ဧက + သင်္ခိယ ]","[ eka + saṅkhiya ]","ဧကသင်္ခိယ မည်သော၊သူ (ထေရ်)။"
"Ekasaṅgaha (ti)","ဧကသင်္ဂဟ (တိ)","[ ဧက + သင်္ဂဟ ]","[ eka + saṅgaha ]","တစ်ခုဖြင့်-တစ်ခုသောပုဒ်ဖြင့်-တစ်ခုဟု-သင်္ဂြိုဟ်‌ ရေတွက်ခြင်းရှိသော၊ တစ်ပေါင်းတည်း ရေတွက်ခြင်းရှိသော။"
"Ekasaṅgahajāta (ti)","ဧကသင်္ဂဟဇာတ (တိ)","[ ဧကသင်္ဂဟ + ဇာတ ]","[ ekasaṅgaha + jāta ]","ဖြစ်သော-တစ်ခုသောပုဒ်ဖြင့်-တစ်ခုဟု-သင်္ဂြိုဟ် ရေတွက်ခြင်း ရှိသော၊ တပေါင်းတည်း ရေတွက်အပ်သည် ဖြစ်၍ဖြစ်သော။"
"Ekasaṅgahita (ti)","ဧကသင်္ဂဟိတ (တိ)","[ ဧက + သင်္ဂဟိတ ]","[ eka + saṅgahita ]","(၁) တပေါင်းတည်း ရေတွက်အပ်သော။ (၂) တစ်ခုသော-တစ်ခုတစ်ခုသော-အနက် သဘောဖြင့် ရေတွက်အပ်သော။"
"Ekasaṅgītika (ti)","ဧကသင်္ဂီတိက (တိ)","[ ဧက + သင်္ဂီတိက ]","[ eka + saṅgītika ]","တစ်ခုသော သင်္ဂါယနာတင်-ခြင်းရှိ-အပ်‌-သောနိကာယ်ကိုဆောင်သော၊ နိကာယ်တစ်ပုံကို ဆောင်သော၊သူ။"
"Ekasacca (na)","ဧကသစ္စ (န)","[ ဧက + သစ္စ ]","[ eka + sacca ]","တစ်ခုသော သစ္စာ။"
"Ekasaccadassanasamaṅgī (ti)","ဧကသစ္စဒဿနသမင်္ဂီ (တိ)","[ ဧကသစ္စဒဿန + သမင်္ဂီ ]","[ ekasaccadassana + samaṅgī ]","တစ်ခုသောသစ္စာကို-သိမြင်ခြင်း-သိသောဉာဏ်-နှင့် ပြည့်စုံခြင်းရှိသော၊ (သစ္စာလေးပါးတို့တွင် သစ္စာတစ်ခုကို သိမြင်သော) သူ။"
"Ekasaccadassī (ti)","ဧကသစ္စဒဿီ (တိ)","[ ဧကသစ္စ + ဒိသ + ဏီ ]","[ ekasacca + disa + ṇī ]","တစ်ခုသောသစ္စာကို-မြင်-မြင်လေ့ရှိ-သော၊သူ။ ဧကဒဿီ-ကြည့်။"
"Ekasañchanna (ti)","ဧကသဉ္ဆန္န (တိ)","[ ဧက + သဉ္ဆန္န ]","[ eka + sañchanna ]","တပေါင်းတည်း-တစ်ခဲနက်-ဖုံးလွှမ်းအပ်သော။"
"Ekasaññaka (ti)","ဧကသညက (တိ)","[ ဧကာ + သညာ + က ]","[ ekā + saññā + ka ]","တစ်ခုသောသညာ ရှိသော၊ ဧကသညက မည်သော၊သူ။"
"Ekasaññakatthera (pu)","ဧကသညကတ္ထေရ (ပု)","[ ဧကသညက + ထေရ ]","[ ekasaññaka + thera ]","ဧကသညကမည်သော ထေရ်။"
"Ekasaṭṭhi 1 (thī)","ဧကသဋ္ဌိ ၁ (ထီ)","[ ဧက + သဋ္ဌိ ] ","[ eka + saṭṭhi ] ","တစ်ခုဖြင့် ပိုလွန်သော ခြောက်ဆယ်-ခြောက်ဆယ့်တစ်ပါး-သော။"
"Ekasaṭṭhi 2 (ti)","ဧကသဋ္ဌိ ၂ (တိ)","[ ဧကသဋ္ဌိ + အ(ဍ)။","[ ekasaṭṭhi + a(ḍa).","ဧကသတ ၂ -ကြည့်။] ခြောက်ဆယ့်တစ်ခုမြောက်ဖြစ်သော။"
"Ekasata 1 (na) ","ဧကသတ ၁ (န) ","[ ဧက + သတ ]","[ eka + sata ]","တစ်ရာ။ ဧကသတ ၂ - ကြည့်။"
"Ekasata 2 (na)","ဧကသတ ၂ (န)","[ ဧကေက + သတ ]","[ ekeka + sata ]","တစ်ခုကိုတစ်ရာ၊ တစ်ယောက်တစ်ယောက်ကို တစ်ရာ။ (တစ်ယောက်တစ်ယောက်ကို ကိုယ်ခွဲတစ်ရာတစ်ရာ ရအောင် ဖန်ဆင်းမည်ဟု ဆိုလိုသည်။)"
"Ekasata 3 (na) ","ဧကသတ ၃ (န) ","[ ဧက + အဓိက + သတ။","[ eka + adhika + sata.","အဓိက-အလယ်ပုဒ်ကျေ။] တစ်ခုဖြင့်လွန်သော တစ်ရာ၊ တစ်ရာတစ်။"
"Ekasatakhattiya (pu)","ဧကသတခတ္တိယ (ပု)","[ ဧကသတ + ခတ္တိယ ]","[ ekasata + khattiya ]","တစ်ရာတစ်ပါးသောမင်း။"
"Ekasataputta (pu)","ဧကသတပုတ္တ (ပု)","[ ဧကသတ + ပုတ္တ ]","[ ekasata + putta ]","တစ်ရာတစ်ယောက်သော သား။"
"Ekasataputtaka (pu)","ဧကသတပုတ္တက (ပု)","[ ဧကသတ + ပုတ္တ + က ]","[ ekasata + putta + ka ]","တစ်ရာတစ်ယောက်သော သား။"
"Ekasatarāja (pu)","ဧကသတရာဇ (ပု)","[ ဧကသတ + ရာဇ ]","[ ekasata + rāja ]","တစ်ရာတစ်ယောက်သော မင်း။"
"Ekasatarājanāyikā (thī)","ဧကသတရာဇနာယိကာ (ထီ)","[ ဧကသတရာဇ + နာယိကာ ]","[ ekasatarāja + nāyikā ]","တစ်ရာတစ်ယောက်သော မင်းလျှင် အကြီး အမှူးရှိသော (စစ်သည်)။"
"Ekasatavohāra (pu)","ဧကသတဝေါဟာရ (ပု)","[ ဧကသတ + ဝေါဟာရ ]","[ ekasata + vohāra ]","တစ်ရာတစ်‌ခုသော-ဝေါဟာရ-ဘာသာစကား။"
"Ekasatavohārakusala (ti)","ဧကသတဝေါဟာရကုသလ (တိ)","[ ဧကသတဝေါဟာရ + ကုသလ ]","[ ekasatavohāra + kusala ]","တစ်ရာတစ်ခုသော-ဝေါဟာရ-ဘာသာစကား-၌ လိမ္မာသော၊ သူ။"
"Ekasatta (pu)","ဧကသတ္တ (ပု)","[ ဧက + သတ္တ ]","[ eka + satta ]","တစ်ယောက်သော သတ္တဝါ။"
"Ekasattatikkhattuṃ (bya)","ဧကသတ္တတိက္ခတ္တုံ (ဗျ)","[ ဧကသတ္တတိ + က္ခတ္တုံ ]","[ ekasattati + kkhattuṃ ]","ခုနစ်ဆယ့်တစ်ကြိမ်။"
"Ekasattatima (ti)","ဧကသတ္တတိမ (တိ)","[ ဧကသတ္တတိ + မ ]","[ ekasattati + ma ]","ခုနစ်ဆယ့်တစ်ခုမြောက် ဖြစ်သော။"
"Ekasatthu (pu)","ဧကသတ္ထု (ပု)","[ ဧက + သတ္ထု ]","[ eka + satthu ]","တစ်ယောက်သော ဆရာ။"
"Ekasadisa (ti)","ဧကသဒိသ (တိ)","[ ဧက + သဒိသ ]","[ eka + sadisa ]","တစ်ချက်တည်း-တစ်ထပ်တည်း-တူသော၊ အလွန်တူသော၊ (ပါရာ၊ဂံ၊သစ်။) စင်စစ်အားဖြင့်တူသော၊ ထပ်တူထပ်မျှတူသော၊သူ။"
"Ekasadisarāga (ti)","ဧကသဒိသရာဂ (တိ)","[ ဧကသဒိသ + ရာဂ ]","[ ekasadisa + rāga ]","ထပ်တူထပ်မျှ တူသောရာဂရှိသော၊သူ။"
"Ekasadisasīla (ti)","ဧကသဒိသသီလ (တိ)","[ ဧကသဒိသ + သီလ ]","[ ekasadisa + sīla ]","ထပ်တူထပ်မျှ-စင်စစ်-တူသော သီလရှိသော၊သူ။"
"Ekasadda (pu)","ဧကသဒ္ဒ (ပု)","[ ဧက + သဒ္ဒ ]","[ eka + sadda ]","(၁) တစ်ခုသော အသံ။ (၂) တစ်ခဲနက်-တစ်ပြိုင်နက်-သော အသံ။ (တ)(၃) တစ်ခုတည်းသောအသံရှိသော။"
"Ekasantatipariṇāmanaya (pu)","ဧကသန္တတိပရိဏာမနယ (ပု)","[ ဧကသန္တတိပရိဏာမ + နယ ]","[ ekasantatipariṇāma + naya ]","တစ်ခုသောအစဥ်-၌-ဖြင့်-ရင့်ခြင်းသို့ကပ်ရောက်သော-ရင့်သော-နည်း။"
"Ekasantānapatita (ti)","ဧကသန္တာနပတိတ (တိ)","[ ဧကသန္တာန + ပတိတ ]","[ ekasantāna + patita ]","တစ်ခုသောသန္တာန်၌ကျရောက်သော။"
"Ekasanthānapariyāpanna (ti)","ဧကသန္ထာနပရိယာပန္န (တိ)","[ ဧကသန္တာန + ပရိယာပန္န ] ","[ ekasantāna + pariyāpanna ] ","တစ်ခုသောသန္တာန်၌ အကျုံးဝင်သော။"
"Ekasannipāta (ti)","ဧကသန္နိပါတ (တိ)","[ ဧက + သန္နိပါတ ]","[ eka + sannipāta ]","တစ်ပေါင်းတည်း အညီအညွတ်စုဝေးပေါင်းဆုံသော။"
"Ekasapha (ti)","ဧကသဖ (တိ)","[ ဧက + သဖ ]","[ eka + sapha ]","တစ်ခုသောခွါရှိသော၊သူ (သတ္တဝါ)။ ဧကခုရ-ကြည့်။"
"Ekasabhāva (pu)","ဧကသဘာဝ (ပု)","[ ဧက + သဘာဝ ]","[ eka + sabhāva ]","(၁) တစ်ခုသော သဘောတရား။ (တိ)(၂) တစ်ခုတစ်ခုသောသဘောရှိသော။"
"Ekasamāpattilābhī (ti)","ဧကသမာပတ္တိလာဘီ (တိ)","[ ဧကသမာပတ္တိလာဘ + ဤ။","[ ekasamāpattilābha + ī.","ထီ ၌ ဧကသမာပတ္တိလာဘိနီ ] တစ်ခုသော သမာတ်ကို ရခြင်းရှိသော၊သူ။"
"Ekasamuṭṭhāna (ti)","ဧကသမုဋ္ဌာန (တိ)","[ ဧက + သမုဋ္ဌာန ]","[ eka + samuṭṭhāna ]","တစ်ခုသော-ဖြစ်ကြောင်း-သမုဋ္ဌာန်-ရှိသော၊ တစ်ခုသော အကြောင်းကြောင့် ဖြစ်ခြင်းရှိသော။"
"Ekasamūha (pu)","ဧကသမူဟ (ပု)","[ ဧက + သမူဟ ]","[ eka + samūha ]","စင်စစ်-တစ်စုတည်းသော-အပေါင်း။"
"Ekasamodhāna (pu)","ဧကသမောဓာန (ပု)","[ ဧက + သမောဓာန ]","[ eka + samodhāna ]","တစ်ခုသော-စုဝေးပေါင်းဆုံရာ-အစည်းအဝေး။"
"Ekasamosaraṇa (ti)","ဧကသမောသရဏ (တိ)","[ ဧက + သမောသရဏ ]","[ eka + samosaraṇa ]","တစ်ခုတည်းသော-တူသော (အညီအမျှ-သက်ဝင်ကြောင်း-ဖြစ်ကြောင်း-ဖြစ်ရာ) အကြောင်းတရားရှိသော။"
"Ekasambaddha (pu)","ဧကသမ္ဗဒ္ဓ (ပု)","[ ဧက + သမ္ဗဒ္ဓ ]","[ eka + sambaddha ]","တစ်ပေါင်းတည်း-စပ်-ဆက်စပ်-ခြင်း၊ တစ်ဆက်တည်း ဆက်စပ်နေခြင်း။"
"Ekasambandha (ti)","ဧကသမ္ဗန္ဓ (တိ)","[ ဧက + သမ္ဗန္ဓ ]","[ eka + sambandha ]","တစ်ပေါင်းတည်း ဆက်စပ်သော။"
"Ekasambhoga (ti)","ဧကသမ္ဘောဂ (တိ)","[ ‌ဧက + သမ္ဘောဂ ]","[ eka + sambhoga ]","အတူတကွ-တစ်ပေါင်းတည်း-အာမိသကို သုံးဆောင်ခြင်း, တရားကိုသုံးဆောင်ခြင်းရှိသော၊သူ။"
"Ekasamthogaparibhoga (ti)","ဧကသမ္ထောဂပရိဘောဂ (တိ)","[ ဧက + သမ္ဘောဂပရိဘောဂ ] ","[ eka + sambhogaparibhoga ] ","တူသော-အတူတကွ-တစ်ခုတည်းသော-ပစ္စည်းလေးပါးကို သုံးဆောင်ခြင်း, တရားကို‌သုံးဆောင်ခြင်းရှိသော၊သူ။"
"Ekasara (pu,na)","ဧကသရ (ပု၊န)","[ ဧက + သရ ]","[ eka + sara ]","တစ်ခုသော ရေအိုင်။"
"Ekasalāka (na)","ဧကသလာက (န)","[ ဧက + သ‌လာက ]","[ eka + salāka ]","တစ်ခုသော စာရေးတန်ဆွမ်း။"
"Ekasalla (pu,na)","ဧကသလ္လ (ပု၊န)","[ ဧက + သလ္လ ]","[ eka + salla ]","တစ်ခုသော ငြောင့်။"
"Ekasassa (na)","‌ဧကသဿ (န)","[ ဧက + သဿ ]","[ eka + sassa ]","တစ်ခုသော ကောက်။ (တစ်ခုသော ကောက်စပါးစိုက်ပျိုးဖြစ်ထွန်းခြင်း။)"
"Ekassakiya (pu)","ဧကဿကိယ (ပု)","[ ဧက + သာကိယ ]","[ eka + sākiya ]","တစ်ယောက်သောသာကီဝင်။"
"Ekasāṭa (ti)","ဧကသာဋ (တိ)","[ ဧက + သာဋ။","[ eka + sāṭa.","ထီ ၌ ဧက-သာဋီ။] တစ်ခုသော-နံပိုင်း-အဝတ်-ဖြင့်ကိုယ်၏ရှေ့ပိုင်းကို ဖုံးလွှမ်းသော၊သူ။"
"Ekasāṭaka (ti)","ဧကသာဋက (တိ)","[ ဧက + သာဋက။","[ eka + sāṭaka.","ထီ ၌ ဧကသာဋိကာ။] တစ်ထည်‌‌သောအဝတ်-ရှိ-ဝတ်-သော၊သူ။ (က) တစ်ခုသော-နံပိုင်း-အဝတ်-ဖြင့် ကိုယ်၏ ရှေ့ပိုင်းကို ဖုံးလွှမ်းသော၊ သူ (တက္ကတွန်း)။ (ခ) အပေါ်ရုံအဝတ် တစ်ထည်သာရှိသော၊သူ (ဧကသာဋက မည်သူ)။"
"Ekasāṭakanigaṇṭha (pu)","ဧကသာဋကနိဂဏ္ဌ (ပု)","[ ဧကသာဋက + နိဂဏ္ဌ ]","[ ekasāṭaka + nigaṇṭha ]","တစ်ခုသော-နံပိုင်း-အဝတ်-ဖြင့်ကိုယ်၏ ရှေ့ပိုင်းကိုဖုံးလွှမ်းသောတက္ကတွန်း။ အထက်ပုဒ် (က) ကြည့်။"
"Ekasāṭakapāruta (ti)","ဧကသာဋကပါရုတ (တိ)","[ ဧကသာဋက + ပါရုတ ]","[ ekasāṭaka + pāruta ]","ဝတ်အပ်သော အဝတ်တစ်ထည်ရှိသူတို့၏-အဝတ်တစ်ထည်ကိုသာ ဝတ်ဆင်သူတို့၏-ဝတ်ရုံခြင်း။"
"Ekasāṭakabrāhmaṇa (pu)","ဧကသာဋကဗြာဟ္မဏ (ပု)","[ ဧကသာဋက + ဗြာဟ္မဏ ]","[ ekasāṭaka + brāhmaṇa ]","ဧကသာဋကပုဏ္ဏား။"
"Ekasāṭakabrāhmaṇavatthu (na)","ဧကသာဋကဗြာဟ္မဏဝတ္ထု (န)","[ ဧကသာဋကဗြာဟ္မဏ + ဝတ္ထု ]","[ ekasāṭakabrāhmaṇa + vatthu ]","ဧကသာဋကပုဏ္ဏား၏-အကြောင်းအရာ-ဝတ္ထု။"
"Ekasāṭakayuga (na)","ဧကသာဋကယုဂ (န)","[ ဧက + သာဋကယုဂ ]","[ eka + sāṭakayuga ]","အဝတ်တစ်စုံ။"
"Ekasāṭikā (thī)","ဧကသာဋိကာ (ထီ)","undefined","","ဧကသာဋက-ကြည့်။"
"Ekasāṭī (thī)","ဧကသာဋီ (ထီ)","undefined","","ဧကသာဋ-ကြည့်။"
"Ekasādhukāra (ti)","ဧကသာဓုကာရ (တိ)","[ ဧက + သာဓုကာရ ]","[ eka + sādhukāra ]","တစ်ခဲနက်သော-ကောင်းချီးပြုသံ-ကောင်းချီးပေးသံ-သာဓုခေါ်သံ-ရှိသော။ ဧကဂန္ဓ-ကြည့်။"
"Ekasāmantha (ti)","ဧကသာမန္ထ (တိ)","[ ဧက + သာမန္တ ]","[ eka + sāmanta ]","တစ်ခုသော-တစ်ပေါင်းတည်း-အနီးအပါးအရပ်ရှိသော၊ တစ်ပေါင်းတည်းအနီး၌နေထိုင်သော၊သူ။"
"Ekasārīrika (ti)","ဧကသာရီရိက (တိ)","[ ဧကသရီရ + ဏိက ]","[ ekasarīra + ṇika ]","တစ်ခုသော-ကိုယ်-အတ္တဘော-၌ဖြစ်သော၊ တစ်ဦး၏ အကျိုးအတွက်ဖြစ်သော။"
"Ekasālaka (ti)","ဧကသာလက (တိ)","[ ဧကာ + သာလာ + က ]","[ ekā + sālā + ka ]","တစ်ခုသော-အဆောင်-ကျောင်းဆောင်-ဇရပ်-ရှိသော။"
"Ekasālasannivesa (pu)","ဧကသာလသန္နိဝေသ (ပု)","[ ဧကသာလာ + သန္နိဝေသ ]","[ ekasālā + sannivesa ]","တစ်ခုတည်း-‌တစ်တန်းတည်း-တစ်ဖြောင့်တည်း-တည်နေသော ရှည်သောပြာသာဒ်ဆောင်။"
"Ekasālā (thī)","ဧကသာလာ (ထီ)","[ ဧကာ + သာလာ ]","[ ekā + sālā ]","(၁) ‌ဧကသာလာမည်သောရွာ (ပုဏ္ဏားရွာ)။ (၂) တစ်ခုသော-အဆောင်-ဇရပ်-အိမ်။"
